Source.IP,Flow.Duration,Total.Fwd.Packets,Total.Backward.Packets,Total.Length.of.Fwd.Packets,Total.Length.of.Bwd.Packets,Most_usable_protocol
192.168.90.29,5332704251700,1064700,2737500,261220200,1614172800.0,HTTP_CONNECT
192.168.90.30,2344786257000,18628200,64949700,1019964600,129659798100.0,ORACLE
192.168.90.32,514246139100,1231800,5859900,37429200,13226229600.0,YOUTUBE
192.168.90.35,5864138151900,1682700,2974800,157912800,2674941900.0,APPLE_ITUNES
192.168.90.37,291098369700,216300,240600,32222400,277320900.0,MAIL_IMAPS
192.168.90.39,1130787119700,3829500,10176000,206384400,16125918900.0,YOUTUBE
192.168.90.44,2098937673300,370500,1387200,46849200,650525700.0,FTP_DATA
192.168.90.46,1837271271300,416100,1924200,73656600,1206264000.0,MSN
192.168.90.49,239891119500,389400,1892400,38214300,1548520500.0,STARCRAFT
192.168.90.52,1113390609900,7705500,18439200,631084500,30740782500.0,OSCAR
192.168.90.53,606018288900,203100,459000,25976400,139524900.0,OSCAR
192.168.90.54,9565375539300,5612100,12928200,256089300,17348096100.0,OPENVPN
192.168.90.60,1893628830900,639600,1465800,203711100,727694100.0,FACEBOOK
192.168.90.63,12702663900,142500,540600,1961400,1173558900.0,NETFLIX
192.168.90.64,577992846000,72300,104400,2782800,7463100.0,EASYTAXI
192.168.90.65,6315266985300,28517400,84869400,1986565800,130413920100.0,SPOTIFY
192.168.90.68,2555986929600,3188100,8889300,75712200,15163557000.0,DNS
192.168.90.69,464027724900,403800,638100,63256500,1545595500.0,SKYPE
192.168.90.70,2333082951000,1136100,7004100,174591300,16138266000.0,SSH
192.168.90.72,630859230900,9310500,28186200,531535200,55459796100.0,TelegramChat
192.168.90.73,4095557878200,2082600,3921600,163415400,2420826300.0,NetBIOS
192.168.90.74,5388945189000,1174500,2461200,249331200,1198050600.0,MS_ONE_DRIVE
192.168.90.75,804301401600,870600,826200,85468500,1109667900.0,VK
192.168.90.77,2003575653000,2142300,5233200,143169000,8142376500.0,MSN
192.168.90.78,2031630907500,10216500,48651900,178417200,125329068000.0,FACEBOOK
192.168.90.81,4669096994100,17089200,48937800,827187900,114949559100.0,HTTP_PROXY
192.168.90.82,1360329793200,1609500,10958700,47002800,18003303000.0,YOUTUBE
192.168.90.83,1728195099300,10231500,40145700,122520300,82195363500.0,UNENCRYPED_JABBER
192.168.90.84,1466366626500,2327700,11826900,72320700,21541226400.0,NTP
192.168.90.85,2392338956100,1017600,6366000,69126000,7737416700.0,SKYPE
192.168.90.86,2898283186800,1964100,10533300,256948200,11634940800.0,IMAP
192.168.90.88,2739132739200,1162200,6867000,100369800,10003131900.0,UPNP
192.168.90.89,553710858300,265500,1328700,49752000,2097451200.0,DNS
192.168.90.90,5844000783300,8504100,41761800,428438700,79638588000.0,AMAZON
192.168.90.91,3444717207300,3087000,18279000,160698600,37554612300.0,VK
192.168.90.93,1113216793800,277800,1539900,31200300,2397913800.0,STARCRAFT
192.168.90.94,985589817900,796500,1892100,64457400,2292076800.0,OFFICE_365
192.168.90.98,1752368118000,443400,2462400,51055200,3290166000.0,MSSQL
192.168.90.99,1229413560000,463800,2085300,60998100,3499175400.0,HTTP_DOWNLOAD
192.168.99.20,1293171116700,201900,366300,13775100,62703300.0,SKYPE
192.169.190.162,47222400,2100,2400,3008400,0.0,SSH
192.173.28.35,3616582236900,17203800,20823600,23067827700,0.0,WHATSAPP
192.173.28.37,3218999468400,45841500,50970600,21210827100,0.0,APPLE
192.173.28.60,537760956000,4018200,3735300,5050416000,0.0,WHOIS_DAS
192.204.13.70,1711188283200,23182500,24825900,2780474400,5239305300.0,DROPBOX
192.227.243.230,1579078800,900,900,41400,186900.0,TOR
192.229.163.25,18620832900,7500,13200,4444200,719700.0,TOR
192.229.211.228,265800,3300,900,119400,1800.0,MSSQL
192.229.211.3,192600,1800,1500,60600,9000.0,WHATSAPP
192.229.211.40,32936170200,4200,5100,1238700,570600.0,CITRIX
192.243.250.36,1454538900,6600,7200,2446200,1024500.0,ORACLE
192.243.250.58,14424900,2700,1500,635400,5400.0,UPNP
192.243.250.64,102488700,1500,1200,211200,798300.0,MICROSOFT
192.243.250.66,3334016400,1500,1200,233100,702600.0,HTTP_DOWNLOAD
192.254.166.58,1692454500,34200,24300,53961600,0.0,CITRIX
192.33.31.70,18078129600,174000,43200,397126500,0.0,MICROSOFT
192.73.243.204,493666500,5700,7500,5656500,491400.0,SSH
192.82.242.21,600,1200,0,492000,0.0,DNS
192.82.242.30,29338374300,6000,5400,2538000,2835900.0,EBAY
192.82.242.50,500833500,11700,11400,2990400,3744600.0,EBAY
192.82.243.71,47138588700,6900,3900,3807000,3639600.0,HTTP_CONNECT
192.83.254.182,1751314800,2400,2100,687600,382200.0,BitTorrent
192.95.32.113,3174745800,4800,5100,1062600,682800.0,SPOTIFY
192.95.33.99,3104211600,4800,3000,400200,1630800.0,FACEBOOK
192.99.16.57,1571448000,3000,3300,100800,164100.0,TOR
192.99.21.165,361409596500,64500,62400,4093200,1015800.0,UBUNTUONE
192.99.63.75,3149986500,3000,1200,345600,0.0,DROPBOX
192.99.63.85,2999770800,600,300,172800,0.0,IMAP
193.124.176.48,65703375000,2410800,1850400,4038290400,11509200.0,ORACLE
193.235.203.163,9085510500,2100,3300,661800,346500.0,HTTP_DOWNLOAD
193.235.203.195,103756583400,12600,19500,11584200,180000.0,CLOUDFLARE
194.110.201.86,3476423400,600,300,248700,0.0,TEAMVIEWER
194.145.209.70,3195727500,24000,14100,43530000,0.0,TelegramChat
194.187.98.130,1650615600,1800,1500,826800,780600.0,GMAIL
195.154.102.90,328995900,4200,3300,650400,334800.0,WHATSAPP
195.190.79.241,1422843600,50400,43500,126058500,778800.0,TOR
195.8.215.136,4192689000,3000,2100,3181200,1731300.0,WHOIS_DAS
195.93.42.3,698863500,4200,3600,2274300,873300.0,GMAIL
198.11.132.225,1696793400,3000,2100,1568700,786300.0,MS_ONE_DRIVE
198.122.199.231,3631083300,3600,5100,2101200,203400.0,UBUNTUONE
198.143.165.220,8401194900,4800,4500,1965000,1153800.0,MSN
198.148.27.83,189411000,3000,3000,316500,305700.0,APPLE
198.185.19.211,2220319800,2100,1800,46500,86700.0,HTTP
198.185.19.213,1639512600,2400,2400,46500,87300.0,OPENSIGNAL
198.232.124.196,2120590500,5700,6300,498000,742800.0,MSN
198.232.124.36,612600,1800,1500,49800,5400.0,TWITCH
198.232.125.113,1258716600,8700,6900,11815200,281400.0,SPOTIFY
198.232.125.123,5002761900,1800,2400,991800,111900.0,DROPBOX
198.232.127.139,292930800,27000,10800,127473600,475500.0,YOUTUBE
198.245.61.132,59405247900,267600,417900,491733900,0.0,SSL
198.41.30.197,411443400,12600,17700,17562600,7200.0,APPLE_ICLOUD
198.50.153.227,117226500,3300,1800,5420100,168600.0,DROPBOX
198.50.153.47,3228187800,6000,5400,1032300,834600.0,TWITTER
198.51.152.183,1554065400,2400,1800,366600,200400.0,APPLE
199.101.133.139,102888300,2100,2100,1664400,195300.0,CLOUDFLARE
199.16.156.201,18699213600,6300,6600,492000,673200.0,HTTP
199.16.156.232,110257200,3000,2400,220500,410400.0,ORACLE
199.16.156.241,21601906500,5400,6600,552300,504600.0,WHOIS_DAS
199.16.156.52,4068979800,17700,11700,1126800,6083400.0,GOOGLE_MAPS
199.167.65.167,22386642900,165300,175800,267217200,594600.0,IMAP
199.187.193.140,96300300,5700,5400,2740200,1705800.0,VK
199.27.208.36,20396156400,5700,5700,2065500,1350900.0,DNS
199.38.164.54,3352260000,6600,4200,2206200,2100900.0,UBUNTUONE
199.38.181.60,1823867700,9900,12600,2115900,2697900.0,WIKIPEDIA
199.83.135.31,56983447800,209700,63900,191017500,10069200.0,APPLE_ICLOUD
199.91.154.62,16869231900,14763000,1962300,33373638900,0.0,FACEBOOK
199.96.57.6,10313581200,15600,12900,25829400,727500.0,OPENSIGNAL
200.0.187.50,40951460400,9600,8400,6157800,3371100.0,DNS
200.119.88.151,21273900,5100,7500,13076400,172800.0,STARCRAFT
200.119.88.167,26765100,2100,2700,1303200,372000.0,EBAY
200.122.238.31,2053992300,2700,1800,468000,990300.0,GOOGLE_MAPS
200.14.232.20,25706400,2400,2400,513300,102600.0,TOR
200.196.225.101,20037377100,31500,14700,66182700,145500.0,IMAP
200.25.59.96,1160469600,900,900,305400,0.0,STARCRAFT
200.93.149.164,5964557700,2400,2100,43500,88800.0,UBUNTUONE
201.159.222.76,326494200,13200,5700,7159500,921000.0,APPLE_ITUNES
204.11.109.68,17887449900,1200,1200,0,331500.0,DEEZER
204.11.110.61,18027736500,1800,1800,219300,459300.0,AMAZON
204.154.111.108,68923200,1800,1500,132000,477000.0,NFS
204.154.111.111,600,1200,0,163200,0.0,MSN
204.154.111.116,3146561400,2400,2100,733200,1425900.0,HTTP_CONNECT
204.155.145.215,37019117400,70200,52800,113020800,1030200.0,WINDOWS_UPDATE
204.236.239.173,19685866800,2700,3000,1713900,100200.0,EASYTAXI
204.44.79.204,291300,1200,900,251400,0.0,AMAZON
204.69.221.33,55256334300,17400,19800,24551100,559800.0,TOR
204.79.197.200,71767296000,61500,51300,48401400,7508700.0,WAZE
204.79.197.203,111974775900,53700,49200,105856500,4213200.0,TEAMVIEWER
204.79.197.213,60735957600,147300,84000,86529300,61596300.0,MSN
204.79.197.222,19152413400,4500,5100,5990400,262200.0,HTTP_CONNECT
204.86.118.21,70353000,1500,600,712500,555300.0,GOOGLE
205.185.208.25,3171773700,22200,17700,51372900,1398000.0,FACEBOOK
205.185.208.78,2922095100,4800,5400,121800,340800.0,NETFLIX
205.185.216.10,10273550100,16500,12000,4810800,1181400.0,IMAP
205.185.216.42,3094227300,1200,900,54300,258900.0,AMAZON
205.204.107.169,8363733300,1500,2400,345600,175800.0,VK
205.251.72.175,17708526000,2400,2400,799200,0.0,SKYPE
206.54.165.156,2206212300,4800,3900,923400,1145400.0,UNENCRYPED_JABBER
206.54.174.7,29610101100,6300,7800,4825800,527100.0,NFS
206.54.177.234,1402500,2400,1800,390000,0.0,TelegramChat
207.244.100.117,324325665900,278700,275700,28212000,2112000.0,MICROSOFT
207.244.70.164,1724319000,2100,2100,82200,30600.0,STARCRAFT
207.244.80.182,13888774500,1893900,1617600,2759465400,160808100.0,EASYTAXI
207.46.129.137,17945246700,1500,900,216000,116400.0,DEEZER
207.46.157.65,378802029900,43200,26700,5427300,11352600.0,GOOGLE
208.100.17.183,71398500,900,1200,80700,171300.0,DROPBOX
208.100.17.184,98157900,1200,600,80700,171300.0,MICROSOFT
208.100.17.186,129618300,4200,3000,533100,665700.0,MICROSOFT
208.100.17.188,67239300,1200,600,138300,203400.0,OSCAR
208.109.4.49,6927166200,5400,7500,4815300,586800.0,HTTP_PROXY
208.185.50.75,17928826500,3300,3600,290400,2310000.0,DEEZER
208.185.50.80,18419094300,11700,18000,4578000,3918900.0,YOUTUBE
208.185.50.90,2287249500,3300,4500,1622400,359400.0,DEEZER
208.43.87.30,76190955300,12900,9600,13078800,2472600.0,MQTT
208.71.107.164,600699900,600,300,126000,0.0,GOOGLE
208.80.153.224,748591800,32700,30300,39671100,1079100.0,OPENSIGNAL
208.80.153.240,698124000,5100,4500,6969900,136200.0,OPENVPN
208.80.54.153,507451405500,22729200,22871400,2092910700,0.0,TWITCH
208.80.54.155,1520276802300,5500800,5838600,7242537600,0.0,UPNP
208.80.54.236,2117225148000,30237900,23619300,13310041500,0.0,OPENVPN
208.80.54.239,514842824100,3927900,4309500,4667294400,0.0,OFFICE_365
208.80.54.27,730388180100,2985300,3195300,3691764000,0.0,EASYTAXI
208.80.54.32,1799939974500,10443300,11001900,14216506200,0.0,WINDOWS_UPDATE
208.80.54.33,912246703800,2862000,3430800,3911483100,1800.0,EASYTAXI
208.80.54.36,514767236100,2056800,2271000,2453985900,0.0,HTTP_DOWNLOAD
208.80.54.40,2266639325100,7817100,10131300,10815444300,0.0,EBAY
208.80.54.49,1731492865200,8126700,8421300,11457692400,0.0,EBAY
208.80.54.66,3275650787400,175943400,176889000,21497667900,324000.0,WAZE
208.80.54.70,514629377400,1992600,2167800,2474888700,0.0,MAIL_IMAPS
208.80.54.88,397241962500,3050100,3062700,3682046700,0.0,OPENVPN
208.85.241.163,1550319000,1500,1200,858300,129600.0,SIMET
208.89.12.87,4637308200,7500,5700,2025900,426300.0,SSL_NO_CERT
208.92.52.193,131500200,2100,2100,476400,111300.0,MQTT
208.92.55.36,1579344077700,5557500,5791800,7556833800,0.0,NTP
208.92.55.71,8400,1200,0,107400,0.0,TOR
208.92.55.74,121200,900,600,1737600,0.0,EDONKEY
208.93.230.161,51012988200,79500,76800,531900,13200.0,GOOGLE
208.93.230.179,7490508600,13800,13800,96600,0.0,OPENSIGNAL
208.93.230.18,3079211400,1200,900,74700,160500.0,GMAIL
208.93.230.191,2749608600,4800,4800,28800,0.0,TOR
208.93.230.202,580836378300,651900,653100,5176800,103800.0,WHATSAPP
209.126.107.215,358110352500,74100,76500,0,0.0,MICROSOFT
209.126.107.221,649912177500,92100,93600,0,0.0,TEAMVIEWER
209.126.116.207,67060137300,14700,14700,0,0.0,WHOIS_DAS
209.133.208.250,70552200,8100,8400,11401200,0.0,GMAIL
209.164.5.136,18020070900,10500,6300,16698600,321000.0,EBAY
209.197.3.65,303790200,12600,5700,23425500,280200.0,OPENVPN
209.205.200.226,66946800,1500,2100,999600,258600.0,NTP
209.205.212.90,6075283800,900,900,0,186000.0,UPNP
209.205.216.202,11812411500,6600,6600,3024000,1518300.0,GMAIL
209.205.219.18,96665700,1500,1800,1328700,281700.0,HTTP
209.225.49.115,71033597100,7800,7200,492000,2595600.0,WINDOWS_UPDATE
209.225.49.67,17836517100,2100,2700,475800,382800.0,EBAY
209.225.49.80,18132584400,5700,4500,6836100,545400.0,TWITTER
209.85.224.123,1966171500,252000,174300,436737900,1032300.0,WIKIPEDIA
209.85.224.155,3486377133900,24221400,19759200,49946307000,691940700.0,BitTorrent
209.85.224.201,5910828600,1500,1800,45300,219900.0,TelegramChat
212.124.124.94,128033700,3300,3600,395700,1911300.0,APPLE
212.224.117.10,1555140000,2400,1800,195300,985800.0,VK
212.27.48.1,15657329700,21300,20400,25444500,3511200.0,TOR
212.53.139.41,1043945479800,202800,199200,36532200,68148000.0,CLOUDFLARE
212.73.228.29,991881000,1500,1800,1212300,0.0,GOOGLE
212.85.39.85,55201200,2400,1200,4715100,0.0,EBAY
213.155.156.169,605388900,1800,2100,1296900,39600.0,APPLE_ITUNES
213.171.205.88,5942370600,2100,3600,682500,288000.0,MS_ONE_DRIVE
213.174.132.78,12972849900,39000,22500,102675600,588300.0,MQTT
213.196.2.1,2999995200,1200,900,243000,0.0,FTP_DATA
213.239.207.69,1767839400,24300,23400,11644500,703200.0,POP3
216.104.218.63,30365490300,1800,1500,300600,300600.0,BitTorrent
216.138.192.140,703313100,6900,6300,7320900,0.0,HTTP_CONNECT
216.155.194.56,6065231400,14100,15300,6610200,2480100.0,APPLE_ICLOUD
216.177.204.159,3300901800,7200,5100,6809700,397500.0,AMAZON
216.194.170.145,1291300500,417600,65400,919077000,0.0,CONTENT_FLASH
216.200.232.216,582114300,900,1500,251400,0.0,UNENCRYPED_JABBER
216.200.232.61,2700,600,0,9300,0.0,SIMET
216.200.233.80,15117147300,9300,13500,3106800,1157400.0,WIKIPEDIA
216.200.62.237,794749500,108900,39900,232467600,0.0,YAHOO
216.21.13.10,4787364000,1800,2100,48900,98700.0,BitTorrent
216.22.100.22,6923242800,4800,3000,9261900,0.0,IMAP
216.33.197.115,213296053200,43800,42300,2952000,15138600.0,OFFICE_365
216.33.197.57,17785011300,900,600,77400,0.0,STARCRAFT
216.33.197.73,18262717200,5400,4500,7761300,87300.0,MAIL_IMAPS
216.33.197.77,69006320400,66300,72600,75103500,4064100.0,CLOUDFLARE
216.58.192.100,32735909100,5100,4200,175800,303300.0,WINDOWS_UPDATE
216.58.192.102,9950333700,120900,106500,134408700,3625800.0,SSH
216.58.192.110,24449417100,43500,35100,40751700,2424600.0,SSH
216.58.192.78,94037284800,139200,160200,10716900,11238600.0,MICROSOFT
216.58.192.97,184200,1200,1500,37800,0.0,APPLE_ITUNES
216.58.192.98,15958078200,7800,7800,425400,1213500.0,SSL
216.58.201.163,970500,1200,1500,37800,0.0,GOOGLE_MAPS
216.58.202.225,224576517600,1993800,1670700,3270242100,25458000.0,INSTAGRAM
216.58.202.226,409703552700,352200,330000,102079200,28815900.0,SKINNY
216.58.202.227,18158937000,6900,7800,355500,143400.0,STARCRAFT
216.58.202.229,17982226574700,9934200,7991100,6417137700,551043300.0,OPENVPN
216.58.202.230,53878439100,47700,47700,11718000,3402600.0,FTP_DATA
216.58.202.231,11484244800,3600,4200,1374600,363000.0,TelegramChat
216.58.202.234,361967412000,161100,150600,43261200,32122800.0,HTTP_PROXY
216.58.202.235,106500,1200,1500,37800,0.0,GOOGLE
216.58.202.237,1486220100,113100,113700,223632900,1220400.0,TOR
216.58.202.238,44064521400,7200,9900,1138500,506100.0,VK
216.58.207.142,71074800,7200,2400,1099200,50400.0,MSSQL
216.58.209.99,130200,1200,1500,33000,0.0,WHOIS_DAS
216.58.211.99,191700,1200,1500,37800,0.0,TEAMVIEWER
216.58.212.131,153000,1200,900,37800,0.0,HTTP
216.58.212.163,18877057800,7200,6600,1670700,411000.0,OSCAR
216.58.212.195,339019500,6900,9300,2769600,579000.0,UPNP
216.58.212.227,15079778700,17100,21600,3655800,2285700.0,EDONKEY
216.58.219.195,65830197600,3000,5700,422400,265200.0,WHATSAPP
216.58.219.66,5400415800,10200,13800,2098800,1259400.0,SSL_NO_CERT
216.58.219.68,71137244100,98400,81900,102313500,1654200.0,ORACLE
216.58.219.69,2875906160400,1399500,1070700,1026509400,55970700.0,CONTENT_FLASH
216.58.222.101,25625851611900,17152500,14276700,9511836300,2658939900.0,GMAIL
216.58.222.102,38839873500,63600,59100,60919500,5418900.0,MQTT
216.58.222.106,196887376200,138300,138900,52504200,14314200.0,MSSQL
216.58.222.107,165300,1800,3000,70800,0.0,NFS
216.58.222.109,110159810700,317400,242700,361467600,14265900.0,SKYPE
216.58.222.110,25936349400,9900,9900,4793400,1857000.0,EBAY
216.58.222.112,90900,300,600,47400,0.0,SSL
216.58.222.116,5450356800,7500,8700,1519800,424200.0,SKYPE
216.58.222.194,7675735500,37500,28800,3022800,4378500.0,OSCAR
216.58.222.195,46361980500,19200,17100,939600,260400.0,EBAY
216.58.222.196,126600,1200,1500,33000,0.0,FACEBOOK
216.58.222.197,5193895435800,1887900,1643700,657078300,107109900.0,NetBIOS
216.58.222.198,6744748500,9600,7500,12387600,439800.0,CITRIX
216.58.222.200,32722829700,20400,15300,11893800,1168800.0,BitTorrent
216.58.222.206,70214652600,54300,47700,22726800,4818900.0,DEEZER
216.58.222.227,24016969800,8100,10500,1195200,475500.0,HTTP
216.58.222.229,731220280200,173400,155100,26484300,8498100.0,APPLE_ITUNES
216.58.222.232,36068879400,14400,15600,16852200,291300.0,DNS
216.58.222.238,4747039200,17700,20700,4552500,1928400.0,MICROSOFT
216.58.222.65,104028321300,300000,285000,379344300,8562600.0,UPNP
216.58.222.66,265717471500,143100,138000,34509900,11910300.0,UNENCRYPED_JABBER
216.58.222.67,193401300,4200,5400,2105100,466200.0,WAZE
216.58.222.69,11560348204500,4588200,3940500,2036703300,241519800.0,WAZE
216.58.222.70,20736993000,10200,7500,9122700,226500.0,DROPBOX
216.58.222.74,587392789500,176439600,105821400,60162406800,215029051200.0,FTP_DATA
216.58.222.77,37065973800,52800,77100,58899900,1085700.0,HTTP
216.58.222.78,18389614500,9900,11100,1310400,1260600.0,GOOGLE_MAPS
216.58.222.83,7818315600,10800,8400,2457600,1006500.0,TEAMVIEWER
216.58.222.84,1680776400,2100,1800,557700,13800.0,NTP
216.58.222.97,90687831300,111600,108000,85432800,6227700.0,SPOTIFY
216.58.222.98,440314198800,247500,227400,67682100,20940000.0,FTP_DATA
216.58.222.99,21914392500,13800,14100,619200,1102200.0,TOR
217.163.64.77,1123074300,743100,587400,1257355200,0.0,HTTP_DOWNLOAD
217.18.43.97,2056846800,30000,10500,76284000,0.0,SSL_NO_CERT
217.20.152.74,110139681000,2416800,1594200,6588925200,4836000.0,STARCRAFT
217.68.69.76,427748100,7800,4800,12555900,2985900.0,SIMET
217.70.180.130,1500804600,1200,900,562200,0.0,AMAZON
217.70.186.100,1498247400,1800,900,2135400,0.0,WAZE
23.0.80.199,33118200,2100,2100,1074600,215400.0,INSTAGRAM
23.0.85.117,121757700,7800,6000,3189000,513600.0,STARCRAFT
23.0.88.218,1794585000,2400,2100,874800,157800.0,YOUTUBE
23.0.93.199,270600,1800,2400,102000,0.0,APPLE_ITUNES
23.1.112.60,47317631700,7800,8400,8418600,368400.0,MQTT
23.1.118.16,101087400,5100,3900,5426400,334800.0,NETFLIX
23.10.96.34,111617712600,166800,117900,26209800,87254400.0,HTTP_CONNECT
23.100.120.66,5092094100,1500,2400,1137900,119700.0,OSCAR
23.100.86.91,28075961700,1200,1800,276900,271800.0,UBUNTUONE
23.101.156.198,19304168700,5700,9900,3343500,551100.0,WAZE
23.102.30.255,1791725100,18000,13800,32335800,153300.0,DEEZER
